Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name,States
UPSRTC - BDV0462,Janrath AC Seater 2+2,17:59:00,21:01:00,03:02:00,335.0,34,3.4,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi,Uttar pradesh
UPSRTC - BDV0092,Ordinary Non AC Seater 2+3,17:59:00,21:18:00,03:19:00,224.0,52,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi,Uttar pradesh
UPSRTC - BDV0096,Ordinary Non AC Seater 2+3,18:29:00,21:49:00,03:20:00,224.0,52,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi,Uttar pradesh
UPSRTC - MNP0116,Ordinary Non AC Seater 2+3,19:35:00,22:27:00,02:52:00,280.0,52,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi,Uttar pradesh
UPSRTC - BDV0108,Ordinary Non AC Seater 2+3,20:28:00,23:49:00,03:21:00,224.0,52,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi,Uttar pradesh
UPSRTC - PYD0202,Volvo AC Seater 2+2,16:30:00,21:00:00,04:30:00,708.0,39,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh),Uttar pradesh
UPSRTC - PYD0137,Janrath AC Seater 2+3,16:31:00,21:01:00,04:30:00,435.0,48,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh),Uttar pradesh
UPSRTC - PYD0139,Janrath AC Seater 2+3,17:00:00,21:30:00,04:30:00,435.0,48,4.5,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh),Uttar pradesh
UPSRTC - ALM0180,Volvo AC Seater 2+2,17:15:00,21:45:00,04:30:00,708.0,39,2.6,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh),Uttar pradesh
UPSRTC - PYD0200,Janrath AC Seater 2+2,17:30:00,22:00:00,04:30:00,503.0,36,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh),Uttar pradesh
Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),21:30:00,02:00:00,04:30:00,550.0,9,2.1,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh),Uttar pradesh
Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:20:00,07:00:00,08:40:00,1039.0,15,4.7,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi,Uttar pradesh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:40:00,04:55:00,08:15:00,1109.0,15,4.8,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi,Uttar pradesh
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:00:00,05:15:00,08:15:00,959.0,19,4.7,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi,Uttar pradesh
UPSRTC - ALM0125,Shatabdi AC Seater 2+2,16:50:00,22:30:00,05:40:00,503.0,37,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow,Uttar pradesh
UPSRTC - AWD0028,Janrath AC Seater 2+2,17:15:00,22:15:00,05:00:00,503.0,36,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow,Uttar pradesh
UPSRTC - AWD0034,Janrath AC Seater 2+2,17:35:00,22:35:00,05:00:00,503.0,36,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow,Uttar pradesh
UPSRTC - AWD0008,Janrath AC Seater 2+2,18:00:00,22:30:00,04:30:00,503.0,36,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow,Uttar pradesh
UPSRTC - PYD0023,Volvo AC Seater 2+2,18:30:00,23:00:00,04:30:00,708.0,39,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow,Uttar pradesh
KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30:00,06:30:00,09:00:00,719.0,31,1.1,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh),Uttar pradesh
Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00:00,06:00:00,08:00:00,700.0,40,3.4,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh),Uttar pradesh
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:00:00,06:10:00,09:10:00,450.0,8,3.9,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh),Uttar pradesh
Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00:00,06:00:00,09:00:00,600.0,44,1.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh),Uttar pradesh
RS YADAV SMART BUS,Bharat Benz A/C Seater /Sleeper (2+1),21:40:00,07:00:00,09:20:00,799.0,4,4.0,https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh),Uttar pradesh
RSRTC - 192993,A/C Seater / Sleeper (2+1),23:30:00,04:20:00,04:50:00,891.0,28,3.7,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow,Uttar pradesh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),16:00:00,21:30:00,05:30:00,361.0,6,4.7,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow,Uttar pradesh
BT Travels,A/C Seater / Sleeper (2+1),15:30:00,19:10:00,03:40:00,664.0,6,4.5,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow,Uttar pradesh
Gola Bus Service,VE A/C Seater / Sleeper (2+1),18:20:00,07:40:00,13:20:00,999.0,20,4.7,https://www.redbus.in/bus-tickets/delhi-to-gorakhpur,Delhi to Gorakhpur (uttar pradesh),Uttar pradesh
Gola Bus Service,VE A/C Sleeper (2+1),17:20:00,06:50:00,13:30:00,999.0,2,4.6,https://www.redbus.in/bus-tickets/delhi-to-gorakhpur,Delhi to Gorakhpur (uttar pradesh),Uttar pradesh
Gola Bus Service,VE A/C Seater / Sleeper (2+1),20:20:00,09:30:00,13:10:00,1199.0,27,4.5,https://www.redbus.in/bus-tickets/delhi-to-gorakhpur,Delhi to Gorakhpur (uttar pradesh),Uttar pradesh
AdFouji travels,A/C Seater / Sleeper (2+1),20:30:00,09:45:00,13:15:00,799.0,23,3.7,https://www.redbus.in/bus-tickets/delhi-to-gorakhpur,Delhi to Gorakhpur (uttar pradesh),Uttar pradesh
KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30:00,05:30:00,09:00:00,719.0,30,1.5,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi,Uttar pradesh
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),20:00:00,05:20:00,09:20:00,450.0,14,1.9,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi,Uttar pradesh
Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:45:00,05:00:00,10:15:00,700.0,40,3.4,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi,Uttar pradesh
Yuvraj Travels,NON AC Seater / Sleeper 2+1,19:00:00,05:00:00,10:00:00,550.0,40,3.4,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi,Uttar pradesh
PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30:00,05:30:00,07:00:00,549.0,11,4.5,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi,Uttar pradesh
Yolo Bus,A/C Seater / Sleeper (2+1),22:23:00,05:26:00,07:03:00,499.0,23,3.8,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi,Uttar pradesh
Goyal Travels,A/C Seater / Sleeper (2+1),23:49:00,06:20:00,06:31:00,500.0,17,2.1,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi,Uttar pradesh
RS YADAV SMART BUS,Bharat Benz A/C Seater /Sleeper (2+1),21:40:00,02:45:00,05:05:00,799.0,21,5.0,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad,Uttar pradesh
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),22:00:00,02:25:00,04:25:00,499.0,26,3.4,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad,Uttar pradesh
Fasttrack Travels,A/C Seater/Sleeper (2+1),22:15:00,02:15:00,04:00:00,549.0,31,3.7,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad,Uttar pradesh
Ashok Tour And Travels,AC Seater (2+2),18:00:00,23:30:00,05:30:00,649.0,27,3.1,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia (Uttar Pradesh),Uttar pradesh
UPSRTC - HTR0132,Ordinary Non AC Seater 2+3,19:00:00,04:30:00,09:30:00,705.0,48,3.3,https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow,Uttar pradesh
UPSRTC - AWD0199,Pink Express AC Seater 2+2,20:02:00,04:00:00,07:58:00,998.0,38,3.7,https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow,Uttar pradesh
UPSRTC - BDV0077,Janrath AC Seater 2+2,21:20:00,05:00:00,07:40:00,998.0,31,2.0,https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow,Uttar pradesh
UPSRTC - ALI0171,Rajdhani Non AC Seater 2+3,21:30:00,08:20:00,10:50:00,650.0,51,3.3,https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Aligarh (uttar pradesh) to Lucknow,Uttar pradesh
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),18:15:00,20:45:00,02:30:00,359.0,6,3.9,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi,Uttar pradesh
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),19:10:00,23:20:00,04:10:00,699.0,22,3.8,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi,Uttar pradesh
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00:00,01:00:00,04:00:00,599.0,22,4.1,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi,Uttar pradesh
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),21:40:00,01:30:00,03:50:00,649.0,26,4.1,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi,Uttar pradesh
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),20:45:00,05:55:00,09:10:00,1099.0,10,3.9,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi,Uttar pradesh
RS YADAV SMART BUS,Bharat Benz A/C Seater /Sleeper (2+1),21:40:00,05:45:00,08:05:00,799.0,10,3.9,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh),Uttar pradesh
Zingbus Plus,A/C Semi Sleeper / Sleeper (2+1),23:20:00,07:05:00,07:45:00,504.0,34,4.5,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow,Greater noida (uttar pradesh) to Lucknow,Uttar pradesh
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:55:00,05:45:00,07:50:00,709.0,6,4.4,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow,Greater noida (uttar pradesh) to Lucknow,Uttar pradesh
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:50:00,06:55:00,07:05:00,689.0,17,4.3,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow,Greater noida (uttar pradesh) to Lucknow,Uttar pradesh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45:00,06:30:00,07:45:00,529.0,13,4.3,https://www.redbus.in/bus-tickets/greater-noida-to-lucknow,Greater noida (uttar pradesh) to Lucknow,Uttar pradesh
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),22:00:00,05:30:00,07:30:00,849.0,7,3.3,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Kanpur (Uttar Pradesh) to Varanasi,Uttar pradesh
SHREE MARUTIKRUPA TRAVELS AND CARGO,A/C Seater / Sleeper (2+1),00:50:00,07:25:00,06:35:00,600.0,23,2.5,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Kanpur (Uttar Pradesh) to Varanasi,Uttar pradesh
Anshi Raj Shree Travels,A/C Seater/Sleeper (2+1),15:40:00,21:20:00,05:50:00,1499.0,2,4.1,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow,Uttar pradesh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:00:00,01:15:00,05:15:00,449.0,11,4.6,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow,Uttar pradesh
IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:00:00,00:20:00,06:20:00,1399.0,14,4.8,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow,Uttar pradesh
Raj Kalpana Travels Pvt.Ltd,Bharat Benz A/C Seater /Sleeper (2+1),16:15:00,22:50:00,06:35:00,924.0,7,4.2,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow,Uttar pradesh
NueGo,A/C Seater (2+2),16:25:00,21:30:00,05:05:00,284.0,32,4.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar pradesh
NueGo,A/C Seater (2+2),17:25:00,23:15:00,05:50:00,284.0,42,4.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar pradesh
NueGo,A/C Seater (2+2),18:25:00,23:30:00,05:05:00,284.0,39,4.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar pradesh
UPSRTC - HDD0299,Ordinary Non AC Seater 2+3,18:01:00,21:54:00,03:53:00,409.0,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun,Uttar pradesh
UPSRTC - BDN0044,Ordinary Non AC Seater 2+3,19:00:00,01:30:00,06:30:00,452.0,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun,Uttar pradesh
UPSRTC - BDN0046,Ordinary Non AC Seater 2+3,21:00:00,03:30:00,06:30:00,452.0,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun,Uttar pradesh
UPSRTC - KSB0005,Shatabdi AC Seater 2+2,23:00:00,05:00:00,06:00:00,555.0,32,2.4,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun,Uttar pradesh
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:30:00,06:15:00,07:45:00,529.0,14,4.3,https://www.redbus.in/bus-tickets/delhi-to-kanpur,Delhi to Kanpur (Uttar Pradesh),Uttar pradesh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:20:00,08:00:00,08:40:00,503.0,23,4.6,https://www.redbus.in/bus-tickets/delhi-to-kanpur,Delhi to Kanpur (Uttar Pradesh),Uttar pradesh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15:00,05:25:00,07:10:00,439.0,19,4.5,https://www.redbus.in/bus-tickets/delhi-to-kanpur,Delhi to Kanpur (Uttar Pradesh),Uttar pradesh
AdIntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15:00,06:45:00,08:30:00,439.0,26,4.4,https://www.redbus.in/bus-tickets/delhi-to-kanpur,Delhi to Kanpur (Uttar Pradesh),Uttar pradesh
New Khaira Transport,A/C Seater / Sleeper (2+2),21:00:00,04:15:00,07:15:00,500.0,20,2.4,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit,Uttar pradesh
New Khaira TPT,A/C Seater / Sleeper (2+2),19:30:00,02:15:00,06:45:00,550.0,37,1.7,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit,Uttar pradesh
New Khaira Transport,A/C Seater / Sleeper (2+1),20:40:00,04:10:00,07:30:00,810.0,4,4.1,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit,Uttar pradesh
New Khaira TPT,A/C Seater / Sleeper (2+2),21:00:00,03:30:00,06:30:00,550.0,41,3.2,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit,Uttar pradesh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:50:00,04:30:00,05:40:00,1019.0,23,4.7,https://www.redbus.in/bus-tickets/lucknow-to-mathura,Lucknow to Mathura,Uttar pradesh
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00:00,04:40:00,05:40:00,939.0,22,4.7,https://www.redbus.in/bus-tickets/lucknow-to-mathura,Lucknow to Mathura,Uttar pradesh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30:00,05:20:00,05:50:00,949.0,27,4.5,https://www.redbus.in/bus-tickets/lucknow-to-mathura,Lucknow to Mathura,Uttar pradesh
IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:40:00,03:30:00,05:50:00,1039.0,15,4.7,https://www.redbus.in/bus-tickets/lucknow-to-mathura,Lucknow to Mathura,Uttar pradesh
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30:00,03:50:00,08:20:00,749.0,18,2.9,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),Uttar pradesh
UPSRTC - GRH0024,Ordinary Non AC Seater 2+3,18:15:00,00:30:00,06:15:00,429.0,52,3.3,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,Bareilly (Uttar Pradesh) to Lucknow,Uttar pradesh
UPSRTC - SRG0232,Ordinary Non AC Seater 2+3,19:26:00,01:00:00,05:34:00,429.0,52,3.3,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,Bareilly (Uttar Pradesh) to Lucknow,Uttar pradesh
UPSRTC - BRT0061,Ordinary Non AC Seater 2+3,19:50:00,01:30:00,05:40:00,429.0,52,3.3,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,Bareilly (Uttar Pradesh) to Lucknow,Uttar pradesh
UPSRTC - BLY0114,Janrath AC Seater 2+2,20:01:00,01:30:00,05:29:00,620.0,36,4.5,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,Bareilly (Uttar Pradesh) to Lucknow,Uttar pradesh
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00:00,03:00:00,10:00:00,647.0,25,3.6,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,Dehradun to Bareilly (Uttar Pradesh),Uttar pradesh
UPSRTC - LNI0352,Ordinary Non AC Seater 2+3,17:10:00,22:01:00,04:51:00,414.0,52,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi,Uttar pradesh
UPSRTC - LNI0357,Ordinary Non AC Seater 2+3,17:35:00,22:25:00,04:50:00,414.0,52,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi,Uttar pradesh
UPSRTC - LNI0365,Ordinary Non AC Seater 2+3,18:05:00,22:54:00,04:49:00,414.0,52,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi,Uttar pradesh
UPSRTC - LNI0375,Ordinary Non AC Seater 2+3,19:04:00,23:51:00,04:47:00,414.0,52,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi,Uttar pradesh
UPSRTC - LNI0368,Ordinary Non AC Seater 2+3,19:05:00,23:52:00,04:47:00,414.0,52,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi,Uttar pradesh
UPSRTC - BLY0134,Janrath AC Seater 2+2,23:05:00,05:00:00,05:55:00,534.0,26,3.6,https://www.redbus.in/bus-tickets/agra-to-bareilly,Agra to Bareilly (Uttar Pradesh),Uttar pradesh
Vinay Travels,VE A/C Seater / Sleeper (2+1),15:50:00,23:35:00,07:45:00,1490.0,5,3.6,https://www.redbus.in/bus-tickets/ballia-to-lucknow,Ballia (Uttar Pradesh) to Lucknow,Uttar pradesh
UPSRTC - HPR0042,Ordinary Non AC Seater 2+3,17:00:00,23:00:00,06:00:00,379.0,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-kotdwar-uttarakhand,Delhi to Kotdwar (Uttarakhand),Uttar pradesh
UPSRTC - NJB0111,Ordinary Non AC Seater 2+3,18:01:00,00:50:00,06:49:00,379.0,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-kotdwar-uttarakhand,Delhi to Kotdwar (Uttarakhand),Uttar pradesh
UPSRTC - GRH0086,Ordinary Non AC Seater 2+3,19:20:00,03:15:00,07:55:00,368.0,52,3.1,https://www.redbus.in/bus-tickets/delhi-to-kotdwar-uttarakhand,Delhi to Kotdwar (Uttarakhand),Uttar pradesh
UPSRTC - BJR0486,Ordinary Non AC Seater 2+3,20:02:00,02:30:00,06:28:00,375.1,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-kotdwar-uttarakhand,Delhi to Kotdwar (Uttarakhand),Uttar pradesh
UPSRTC - NJB0121,Ordinary Non AC Seater 2+3,20:20:00,03:40:00,07:20:00,379.0,52,3.3,https://www.redbus.in/bus-tickets/delhi-to-kotdwar-uttarakhand,Delhi to Kotdwar (Uttarakhand),Uttar pradesh
RSRTC - 177797,A/C Seater / Sleeper (2+1),21:00:00,02:30:00,05:30:00,891.0,7,3.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra,Uttar pradesh
Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),17:00:00,20:45:00,03:45:00,360.0,4,4.4,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra,Uttar pradesh
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00:00,03:45:00,04:45:00,1069.0,19,4.9,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra,Uttar pradesh
Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:00:00,00:30:00,04:30:00,1200.0,12,4.4,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra,Uttar pradesh
NueGo,A/C Seater (2+2),15:55:00,19:45:00,03:50:00,284.0,2,3.4,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar pradesh
NueGo,A/C Seater (2+2),16:30:00,21:05:00,04:35:00,321.0,6,4.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar pradesh
NueGo,A/C Seater (2+2),17:00:00,21:35:00,04:35:00,321.0,10,3.9,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar pradesh
FlixBus,Bharat Benz A/C Seater (2+2),17:00:00,22:25:00,05:25:00,212.5,15,3.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar pradesh
UPSRTC - SBD0042,Janrath AC Seater 2+2,17:00:00,08:00:00,15:00:00,1860.0,35,1.7,https://www.redbus.in/bus-tickets/gorakhpur-to-delhi,Gorakhpur (uttar pradesh) to Delhi,Uttar pradesh
Gola Bus Service,VE A/C Seater / Sleeper (2+1),18:40:00,07:55:00,13:15:00,1599.0,26,4.6,https://www.redbus.in/bus-tickets/gorakhpur-to-delhi,Gorakhpur (uttar pradesh) to Delhi,Uttar pradesh
Gola Bus Service,VE A/C Seater / Sleeper (2+1),19:40:00,08:30:00,12:50:00,1599.0,23,4.6,https://www.redbus.in/bus-tickets/gorakhpur-to-delhi,Gorakhpur (uttar pradesh) to Delhi,Uttar pradesh
AdZingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),16:00:00,05:40:00,13:40:00,1020.0,12,4.4,https://www.redbus.in/bus-tickets/gorakhpur-to-delhi,Gorakhpur (uttar pradesh) to Delhi,Uttar pradesh
UPSRTC - RKD0039,Janrath AC Seater 2+2,21:00:00,05:00:00,08:00:00,864.0,32,4.0,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly (Uttar Pradesh) to Dehradun,Uttar pradesh
UPSRTC - SJP0656,Ordinary Non AC Seater 2+3,21:01:00,05:50:00,08:49:00,571.0,52,3.3,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,Bareilly (Uttar Pradesh) to Dehradun,Uttar pradesh
Shatabdi Travels,Bharat Benz A/C Sleeper (2+1),23:45:00,04:45:00,05:00:00,899.0,3,3.9,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh),Uttar pradesh
Kamla Travels,Non A/C Seater / Sleeper (2+1),23:55:00,05:00:00,05:05:00,750.0,4,3.1,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh),Uttar pradesh
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30:00,02:30:00,05:00:00,799.0,27,1.9,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh),Uttar pradesh
Betrwanti Travels,NON A/C Sleeper (2+1),22:45:00,01:45:00,03:00:00,1000.0,5,2.6,https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Jhansi(Uttar Pradesh) to Kanpur (Uttar Pradesh),Uttar pradesh
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:55:00,06:00:00,06:05:00,649.0,18,4.6,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow,Uttar pradesh
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),22:40:00,04:45:00,06:05:00,599.0,21,4.6,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow,Uttar pradesh
RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),23:30:00,05:15:00,05:45:00,999.0,24,4.8,https://www.redbus.in/bus-tickets/mathura-to-lucknow,Mathura to Lucknow,Uttar pradesh
Yolo Bus,A/C Seater / Sleeper (2+1),22:14:00,05:58:00,07:44:00,599.0,22,4.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow,Uttar pradesh
PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30:00,05:30:00,07:00:00,699.0,8,4.5,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow,Uttar pradesh
